"Point","lat","lon","lat.1","lon.1","Location","des","latlon.x","latlon.y"
"12",6.87752962112427,79.8591003417969,6.87737989425659,79.8591384887695,192,193,"6.87752962112427+79.8591003417969","6.87737989425659+79.8591384887695"
"12",6.87737989425659,79.8591384887695,6.87737989425659,79.8591384887695,193,194,"6.87737989425659+79.8591384887695","6.87737989425659+79.8591384887695"
"13",6.87737989425659,79.8591384887695,6.87752962112427,79.8591003417969,194,195,"6.87737989425659+79.8591384887695","6.87752962112427+79.8591003417969"
"13",6.87752962112427,79.8591003417969,6.8775897026062,79.8593215942383,195,196,"6.87752962112427+79.8591003417969","6.8775897026062+79.8593215942383"
"13",6.8775897026062,79.8593215942383,6.87766981124878,79.8596572875977,196,197,"6.8775897026062+79.8593215942383","6.87766981124878+79.8596572875977"
"13",6.87766981124878,79.8596572875977,6.87781000137329,79.8602447509766,197,198,"6.87766981124878+79.8596572875977","6.87781000137329+79.8602447509766"
"13",6.87781000137329,79.8602447509766,6.87822961807251,79.8601455688477,198,199,"6.87781000137329+79.8602447509766","6.87822961807251+79.8601455688477"
"13",6.87822961807251,79.8601455688477,6.87825965881348,79.8601379394531,199,200,"6.87822961807251+79.8601455688477","6.87825965881348+79.8601379394531"
"13",6.87825965881348,79.8601379394531,6.87828969955444,79.8602066040039,200,201,"6.87825965881348+79.8601379394531","6.87828969955444+79.8602066040039"
"13",6.87828969955444,79.8602066040039,6.87788963317871,79.8603515625,201,202,"6.87828969955444+79.8602066040039","6.87788963317871+79.8603515625"
"13",6.87788963317871,79.8603515625,6.87791967391968,79.8605575561523,202,203,"6.87788963317871+79.8603515625","6.87791967391968+79.8605575561523"
"13",6.87791967391968,79.8605575561523,6.87802982330322,79.8618698120117,203,204,"6.87791967391968+79.8605575561523","6.87802982330322+79.8618698120117"
"13",6.87802982330322,79.8618698120117,6.87815999984741,79.8627471923828,204,205,"6.87802982330322+79.8618698120117","6.87815999984741+79.8627471923828"
"13",6.87815999984741,79.8627471923828,6.87818002700806,79.8629760742188,205,206,"6.87815999984741+79.8627471923828","6.87818002700806+79.8629760742188"
"13",6.87818002700806,79.8629760742188,6.87818002700806,79.8629760742188,206,207,"6.87818002700806+79.8629760742188","6.87818002700806+79.8629760742188"
"14",6.87818002700806,79.8629760742188,6.87825965881348,79.8635482788086,207,208,"6.87818002700806+79.8629760742188","6.87825965881348+79.8635482788086"
"14",6.87825965881348,79.8635482788086,6.87831974029541,79.8639984130859,208,209,"6.87825965881348+79.8635482788086","6.87831974029541+79.8639984130859"
"14",6.87831974029541,79.8639984130859,6.87843990325928,79.8649291992188,209,210,"6.87831974029541+79.8639984130859","6.87843990325928+79.8649291992188"
"14",6.87843990325928,79.8649291992188,6.87852001190186,79.8655395507812,210,211,"6.87843990325928+79.8649291992188","6.87852001190186+79.8655395507812"
"14",6.87852001190186,79.8655395507812,6.87867975234985,79.8654861450195,211,212,"6.87852001190186+79.8655395507812","6.87867975234985+79.8654861450195"
"14",6.87867975234985,79.8654861450195,6.87890005111694,79.8654098510742,212,213,"6.87867975234985+79.8654861450195","6.87890005111694+79.8654098510742"
"14",6.87890005111694,79.8654098510742,6.87952995300293,79.8652954101562,213,214,"6.87890005111694+79.8654098510742","6.87952995300293+79.8652954101562"
"14",6.87952995300293,79.8652954101562,6.87943983078003,79.8648986816406,214,215,"6.87952995300293+79.8652954101562","6.87943983078003+79.8648986816406"
"14",6.87943983078003,79.8648986816406,6.87943983078003,79.8648681640625,215,216,"6.87943983078003+79.8648986816406","6.87943983078003+79.8648681640625"
"14",6.87943983078003,79.8648681640625,6.87952995300293,79.8648071289062,216,217,"6.87943983078003+79.8648681640625","6.87952995300293+79.8648071289062"
"14",6.87952995300293,79.8648071289062,6.88000965118408,79.8646850585938,217,218,"6.87952995300293+79.8648071289062","6.88000965118408+79.8646850585938"
"14",6.88000965118408,79.8646850585938,6.88011980056763,79.8645858764648,218,219,"6.88000965118408+79.8646850585938","6.88011980056763+79.8645858764648"
"14",6.88011980056763,79.8645858764648,6.88023996353149,79.8644790649414,219,220,"6.88011980056763+79.8645858764648","6.88023996353149+79.8644790649414"
"14",6.88023996353149,79.8644790649414,6.88067960739136,79.8643112182617,220,221,"6.88023996353149+79.8644790649414","6.88067960739136+79.8643112182617"
"14",6.88067960739136,79.8643112182617,6.8813796043396,79.8640289306641,221,222,"6.88067960739136+79.8643112182617","6.8813796043396+79.8640289306641"
"14",6.8813796043396,79.8640289306641,6.88145971298218,79.8639144897461,222,223,"6.8813796043396+79.8640289306641","6.88145971298218+79.8639144897461"
"14",6.88145971298218,79.8639144897461,6.88142967224121,79.8638458251953,223,224,"6.88145971298218+79.8639144897461","6.88142967224121+79.8638458251953"
"14",6.88142967224121,79.8638458251953,6.88116979598999,79.8635787963867,224,225,"6.88142967224121+79.8638458251953","6.88116979598999+79.8635787963867"
"14",6.88116979598999,79.8635787963867,6.88101959228516,79.863395690918,225,226,"6.88116979598999+79.8635787963867","6.88101959228516+79.863395690918"
"14",6.88101959228516,79.863395690918,6.88085985183716,79.8631744384766,226,227,"6.88101959228516+79.863395690918","6.88085985183716+79.8631744384766"
"14",6.88085985183716,79.8631744384766,6.88056993484497,79.8628082275391,227,228,"6.88085985183716+79.8631744384766","6.88056993484497+79.8628082275391"
"14",6.88056993484497,79.8628082275391,6.88031005859375,79.8624267578125,228,229,"6.88056993484497+79.8628082275391","6.88031005859375+79.8624267578125"
"14",6.88031005859375,79.8624267578125,6.88021993637085,79.8622360229492,229,230,"6.88031005859375+79.8624267578125","6.88021993637085+79.8622360229492"
"14",6.88021993637085,79.8622360229492,6.88020992279053,79.862174987793,230,231,"6.88021993637085+79.8622360229492","6.88020992279053+79.862174987793"
"14",6.88020992279053,79.862174987793,6.88020992279053,79.8621444702148,231,232,"6.88020992279053+79.862174987793","6.88020992279053+79.8621444702148"
"14",6.88020992279053,79.8621444702148,6.88003969192505,79.8620376586914,232,233,"6.88020992279053+79.8621444702148","6.88003969192505+79.8620376586914"
"14",6.88003969192505,79.8620376586914,6.87986993789673,79.8618774414062,233,234,"6.88003969192505+79.8620376586914","6.87986993789673+79.8618774414062"
"14",6.87986993789673,79.8618774414062,6.87981986999512,79.8617477416992,234,235,"6.87986993789673+79.8618774414062","6.87981986999512+79.8617477416992"
"14",6.87981986999512,79.8617477416992,6.87976980209351,79.8614654541016,235,236,"6.87981986999512+79.8617477416992","6.87976980209351+79.8614654541016"
"14",6.87976980209351,79.8614654541016,6.87938976287842,79.8598785400391,236,237,"6.87976980209351+79.8614654541016","6.87938976287842+79.8598785400391"
"14",6.87938976287842,79.8598785400391,6.8789496421814,79.8600082397461,237,238,"6.87938976287842+79.8598785400391","6.8789496421814+79.8600082397461"
"14",6.8789496421814,79.8600082397461,6.87925004959106,79.8614044189453,238,239,"6.8789496421814+79.8600082397461","6.87925004959106+79.8614044189453"
"14",6.87925004959106,79.8614044189453,6.87935972213745,79.862174987793,239,240,"6.87925004959106+79.8614044189453","6.87935972213745+79.862174987793"
"14",6.87935972213745,79.862174987793,6.87935972213745,79.862174987793,240,241,"6.87935972213745+79.862174987793","6.87935972213745+79.862174987793"
"15",6.87935972213745,79.862174987793,6.87924003601074,79.8613662719727,241,242,"6.87935972213745+79.862174987793","6.87924003601074+79.8613662719727"
"15",6.87924003601074,79.8613662719727,6.87914991378784,79.8608856201172,242,243,"6.87924003601074+79.8613662719727","6.87914991378784+79.8608856201172"
"15",6.87914991378784,79.8608856201172,6.8789496421814,79.8600082397461,243,244,"6.87914991378784+79.8608856201172","6.8789496421814+79.8600082397461"
"15",6.8789496421814,79.8600082397461,6.87850999832153,79.8601379394531,244,245,"6.8789496421814+79.8600082397461","6.87850999832153+79.8601379394531"
"15",6.87850999832153,79.8601379394531,6.87788963317871,79.8603515625,245,246,"6.87850999832153+79.8601379394531","6.87788963317871+79.8603515625"
"15",6.87788963317871,79.8603515625,6.87754964828491,79.8604278564453,246,247,"6.87788963317871+79.8603515625","6.87754964828491+79.8604278564453"
"15",6.87754964828491,79.8604278564453,6.8771595954895,79.8605499267578,247,248,"6.87754964828491+79.8604278564453","6.8771595954895+79.8605499267578"
"15",6.8771595954895,79.8605499267578,6.87750005722046,79.8621444702148,248,249,"6.8771595954895+79.8605499267578","6.87750005722046+79.8621444702148"
"15",6.87750005722046,79.8621444702148,6.87750005722046,79.8621444702148,249,250,"6.87750005722046+79.8621444702148","6.87750005722046+79.8621444702148"
"16",6.87750005722046,79.8621444702148,6.87768983840942,79.8629608154297,250,251,"6.87750005722046+79.8621444702148","6.87768983840942+79.8629608154297"
"16",6.87768983840942,79.8629608154297,6.87770986557007,79.8629913330078,251,252,"6.87768983840942+79.8629608154297","6.87770986557007+79.8629913330078"
"16",6.87770986557007,79.8629913330078,6.87773990631104,79.8629760742188,252,253,"6.87770986557007+79.8629913330078","6.87773990631104+79.8629760742188"
"16",6.87773990631104,79.8629760742188,6.8780198097229,79.8628005981445,253,254,"6.87773990631104+79.8629760742188","6.8780198097229+79.8628005981445"
"16",6.8780198097229,79.8628005981445,6.87815999984741,79.8627471923828,254,255,"6.8780198097229+79.8628005981445","6.87815999984741+79.8627471923828"
"16",6.87815999984741,79.8627471923828,6.8782000541687,79.8632278442383,255,256,"6.87815999984741+79.8627471923828","6.8782000541687+79.8632278442383"
"16",6.8782000541687,79.8632278442383,6.87821960449219,79.8633651733398,256,257,"6.8782000541687+79.8632278442383","6.87821960449219+79.8633651733398"
"16",6.87821960449219,79.8633651733398,6.87825965881348,79.8635482788086,257,258,"6.87821960449219+79.8633651733398","6.87825965881348+79.8635482788086"
"16",6.87825965881348,79.8635482788086,6.87805986404419,79.8636016845703,258,259,"6.87825965881348+79.8635482788086","6.87805986404419+79.8636016845703"
"16",6.87805986404419,79.8636016845703,6.87783002853394,79.8636474609375,259,260,"6.87805986404419+79.8636016845703","6.87783002853394+79.8636474609375"
"16",6.87783002853394,79.8636474609375,6.87768983840942,79.8636856079102,260,261,"6.87783002853394+79.8636474609375","6.87768983840942+79.8636856079102"
"16",6.87768983840942,79.8636856079102,6.87732982635498,79.8638076782227,261,262,"6.87768983840942+79.8636856079102","6.87732982635498+79.8638076782227"
"16",6.87732982635498,79.8638076782227,6.87717962265015,79.8638687133789,262,263,"6.87732982635498+79.8638076782227","6.87717962265015+79.8638687133789"
"16",6.87717962265015,79.8638687133789,6.8772497177124,79.8641967773438,263,264,"6.87717962265015+79.8638687133789","6.8772497177124+79.8641967773438"
"16",6.8772497177124,79.8641967773438,6.8773398399353,79.8646697998047,264,265,"6.8772497177124+79.8641967773438","6.8773398399353+79.8646697998047"
"16",6.8773398399353,79.8646697998047,6.8775897026062,79.8646392822266,265,266,"6.8773398399353+79.8646697998047","6.8775897026062+79.8646392822266"
"16",6.8775897026062,79.8646392822266,6.87788963317871,79.8645248413086,266,267,"6.8775897026062+79.8646392822266","6.87788963317871+79.8645248413086"
"16",6.87788963317871,79.8645248413086,6.8779296875,79.8645095825195,267,268,"6.87788963317871+79.8645248413086","6.8779296875+79.8645095825195"
"16",6.8779296875,79.8645095825195,6.8779296875,79.8645095825195,268,269,"6.8779296875+79.8645095825195","6.8779296875+79.8645095825195"
"17",6.8779296875,79.8645095825195,6.87765979766846,79.864631652832,269,270,"6.8779296875+79.8645095825195","6.87765979766846+79.864631652832"
"17",6.87765979766846,79.864631652832,6.87713003158569,79.8647003173828,270,271,"6.87765979766846+79.864631652832","6.87713003158569+79.8647003173828"
"17",6.87713003158569,79.8647003173828,6.87646961212158,79.8648071289062,271,272,"6.87713003158569+79.8647003173828","6.87646961212158+79.8648071289062"
"17",6.87646961212158,79.8648071289062,6.87659978866577,79.8653564453125,272,273,"6.87646961212158+79.8648071289062","6.87659978866577+79.8653564453125"
"17",6.87659978866577,79.8653564453125,6.87662982940674,79.8657073974609,273,274,"6.87659978866577+79.8653564453125","6.87662982940674+79.8657073974609"
"17",6.87662982940674,79.8657073974609,6.87664985656738,79.8659591674805,274,275,"6.87662982940674+79.8657073974609","6.87664985656738+79.8659591674805"
"17",6.87664985656738,79.8659591674805,6.87705993652344,79.8659057617188,275,276,"6.87664985656738+79.8659591674805","6.87705993652344+79.8659057617188"
"17",6.87705993652344,79.8659057617188,6.87764978408813,79.8658142089844,276,277,"6.87705993652344+79.8659057617188","6.87764978408813+79.8658142089844"
"17",6.87764978408813,79.8658142089844,6.87812995910645,79.8656845092773,277,278,"6.87764978408813+79.8658142089844","6.87812995910645+79.8656845092773"
"17",6.87812995910645,79.8656845092773,6.87884998321533,79.8654251098633,278,279,"6.87812995910645+79.8656845092773","6.87884998321533+79.8654251098633"
"17",6.87884998321533,79.8654251098633,6.87925004959106,79.865348815918,279,280,"6.87884998321533+79.8654251098633","6.87925004959106+79.865348815918"
"17",6.87925004959106,79.865348815918,6.87952995300293,79.8652954101562,280,281,"6.87925004959106+79.865348815918","6.87952995300293+79.8652954101562"
"17",6.87952995300293,79.8652954101562,6.87943983078003,79.8649215698242,281,282,"6.87952995300293+79.8652954101562","6.87943983078003+79.8649215698242"
"17",6.87943983078003,79.8649215698242,6.87943983078003,79.864875793457,282,283,"6.87943983078003+79.8649215698242","6.87943983078003+79.864875793457"
"17",6.87943983078003,79.864875793457,6.87947988510132,79.8648300170898,283,284,"6.87943983078003+79.864875793457","6.87947988510132+79.8648300170898"
"17",6.87947988510132,79.8648300170898,6.87996959686279,79.8647079467773,284,285,"6.87947988510132+79.8648300170898","6.87996959686279+79.8647079467773"
"17",6.87996959686279,79.8647079467773,6.88008975982666,79.864631652832,285,286,"6.87996959686279+79.8647079467773","6.88008975982666+79.864631652832"
"17",6.88008975982666,79.864631652832,6.88011980056763,79.8645858764648,286,287,"6.88008975982666+79.864631652832","6.88011980056763+79.8645858764648"
"17",6.88011980056763,79.8645858764648,6.88017988204956,79.8646850585938,287,288,"6.88011980056763+79.8645858764648","6.88017988204956+79.8646850585938"
"17",6.88017988204956,79.8646850585938,6.88022994995117,79.8647613525391,288,289,"6.88017988204956+79.8646850585938","6.88022994995117+79.8647613525391"
"17",6.88022994995117,79.8647613525391,6.88024997711182,79.8647766113281,289,290,"6.88022994995117+79.8647613525391","6.88024997711182+79.8647766113281"
"17",6.88024997711182,79.8647766113281,6.88024997711182,79.8647766113281,290,291,"6.88024997711182+79.8647766113281","6.88024997711182+79.8647766113281"
"18",6.88024997711182,79.8647766113281,6.88011980056763,79.8645858764648,291,292,"6.88024997711182+79.8647766113281","6.88011980056763+79.8645858764648"
"18",6.88011980056763,79.8645858764648,6.88000965118408,79.8646850585938,292,293,"6.88011980056763+79.8645858764648","6.88000965118408+79.8646850585938"
"18",6.88000965118408,79.8646850585938,6.87952995300293,79.8648071289062,293,294,"6.88000965118408+79.8646850585938","6.87952995300293+79.8648071289062"
"18",6.87952995300293,79.8648071289062,6.87943983078003,79.8648681640625,294,295,"6.87952995300293+79.8648071289062","6.87943983078003+79.8648681640625"
"18",6.87943983078003,79.8648681640625,6.87943983078003,79.8648986816406,295,296,"6.87943983078003+79.8648681640625","6.87943983078003+79.8648986816406"
"18",6.87943983078003,79.8648986816406,6.87952995300293,79.8652954101562,296,297,"6.87943983078003+79.8648986816406","6.87952995300293+79.8652954101562"
"18",6.87952995300293,79.8652954101562,6.87890005111694,79.8654098510742,297,298,"6.87952995300293+79.8652954101562","6.87890005111694+79.8654098510742"
"18",6.87890005111694,79.8654098510742,6.87867975234985,79.8654861450195,298,299,"6.87890005111694+79.8654098510742","6.87867975234985+79.8654861450195"
"18",6.87867975234985,79.8654861450195,6.87825965881348,79.8656463623047,299,300,"6.87867975234985+79.8654861450195","6.87825965881348+79.8656463623047"
"18",6.87825965881348,79.8656463623047,6.87773990631104,79.8657989501953,300,301,"6.87825965881348+79.8656463623047","6.87773990631104+79.8657989501953"
"18",6.87773990631104,79.8657989501953,6.87664985656738,79.8659591674805,301,302,"6.87773990631104+79.8657989501953","6.87664985656738+79.8659591674805"
"18",6.87664985656738,79.8659591674805,6.87676000595093,79.8668899536133,302,303,"6.87664985656738+79.8659591674805","6.87676000595093+79.8668899536133"
"18",6.87676000595093,79.8668899536133,6.87629985809326,79.8669586181641,303,304,"6.87676000595093+79.8668899536133","6.87629985809326+79.8669586181641"
"18",6.87629985809326,79.8669586181641,6.8757495880127,79.8670654296875,304,305,"6.87629985809326+79.8669586181641","6.8757495880127+79.8670654296875"
"18",6.8757495880127,79.8670654296875,6.87569999694824,79.8671112060547,305,306,"6.8757495880127+79.8670654296875","6.87569999694824+79.8671112060547"
"18",6.87569999694824,79.8671112060547,6.87568998336792,79.8675003051758,306,307,"6.87569999694824+79.8671112060547","6.87568998336792+79.8675003051758"
"18",6.87568998336792,79.8675003051758,6.8756799697876,79.8680877685547,307,308,"6.87568998336792+79.8675003051758","6.8756799697876+79.8680877685547"
"18",6.8756799697876,79.8680877685547,6.87572002410889,79.8685073852539,308,309,"6.8756799697876+79.8680877685547","6.87572002410889+79.8685073852539"
"18",6.87572002410889,79.8685073852539,6.87572002410889,79.8685073852539,309,310,"6.87572002410889+79.8685073852539","6.87572002410889+79.8685073852539"
"19",6.87572002410889,79.8685073852539,6.8756799697876,79.8680877685547,310,311,"6.87572002410889+79.8685073852539","6.8756799697876+79.8680877685547"
"19",6.8756799697876,79.8680877685547,6.87568998336792,79.8675003051758,311,312,"6.8756799697876+79.8680877685547","6.87568998336792+79.8675003051758"
"19",6.87568998336792,79.8675003051758,6.87569999694824,79.8671112060547,312,313,"6.87568998336792+79.8675003051758","6.87569999694824+79.8671112060547"
"19",6.87569999694824,79.8671112060547,6.8757495880127,79.8670654296875,313,314,"6.87569999694824+79.8671112060547","6.8757495880127+79.8670654296875"
"19",6.8757495880127,79.8670654296875,6.87629985809326,79.8669586181641,314,315,"6.8757495880127+79.8670654296875","6.87629985809326+79.8669586181641"
"19",6.87629985809326,79.8669586181641,6.87676000595093,79.8668899536133,315,316,"6.87629985809326+79.8669586181641","6.87676000595093+79.8668899536133"
"19",6.87676000595093,79.8668899536133,6.8768196105957,79.8672866821289,316,317,"6.87676000595093+79.8668899536133","6.8768196105957+79.8672866821289"
"19",6.8768196105957,79.8672866821289,6.87705993652344,79.8684463500977,317,318,"6.8768196105957+79.8672866821289","6.87705993652344+79.8684463500977"
"19",6.87705993652344,79.8684463500977,6.8770899772644,79.8686065673828,318,319,"6.87705993652344+79.8684463500977","6.8770899772644+79.8686065673828"
"19",6.8770899772644,79.8686065673828,6.8770899772644,79.8686065673828,319,320,"6.8770899772644+79.8686065673828","6.8770899772644+79.8686065673828"
"20",6.8770899772644,79.8686065673828,6.87719964981079,79.8691177368164,320,321,"6.8770899772644+79.8686065673828","6.87719964981079+79.8691177368164"
"20",6.87719964981079,79.8691177368164,6.87728977203369,79.8695068359375,321,322,"6.87719964981079+79.8691177368164","6.87728977203369+79.8695068359375"
"20",6.87728977203369,79.8695068359375,6.87773990631104,79.8694915771484,322,323,"6.87728977203369+79.8695068359375","6.87773990631104+79.8694915771484"
"20",6.87773990631104,79.8694915771484,6.87803983688354,79.8694686889648,323,324,"6.87773990631104+79.8694915771484","6.87803983688354+79.8694686889648"
"20",6.87803983688354,79.8694686889648,6.87825965881348,79.8694458007812,324,325,"6.87803983688354+79.8694686889648","6.87825965881348+79.8694458007812"
"20",6.87825965881348,79.8694458007812,6.87885999679565,79.8694000244141,325,326,"6.87825965881348+79.8694458007812","6.87885999679565+79.8694000244141"
"20",6.87885999679565,79.8694000244141,6.8789496421814,79.8700485229492,326,327,"6.87885999679565+79.8694000244141","6.8789496421814+79.8700485229492"
"20",6.8789496421814,79.8700485229492,6.8790397644043,79.8704681396484,327,328,"6.8789496421814+79.8700485229492","6.8790397644043+79.8704681396484"
"20",6.8790397644043,79.8704681396484,6.8790397644043,79.8704681396484,328,329,"6.8790397644043+79.8704681396484","6.8790397644043+79.8704681396484"
"21",6.8790397644043,79.8704681396484,6.87890958786011,79.8698043823242,329,330,"6.8790397644043+79.8704681396484","6.87890958786011+79.8698043823242"
"21",6.87890958786011,79.8698043823242,6.87889003753662,79.8696365356445,330,331,"6.87890958786011+79.8698043823242","6.87889003753662+79.8696365356445"
"21",6.87889003753662,79.8696365356445,6.87889003753662,79.8696365356445,331,332,"6.87889003753662+79.8696365356445","6.87889003753662+79.8696365356445"
"22",6.87889003753662,79.8696365356445,6.87885999679565,79.8694000244141,332,333,"6.87889003753662+79.8696365356445","6.87885999679565+79.8694000244141"
"22",6.87885999679565,79.8694000244141,6.87882995605469,79.8694000244141,333,334,"6.87885999679565+79.8694000244141","6.87882995605469+79.8694000244141"
"22",6.87882995605469,79.8694000244141,6.87858963012695,79.8694076538086,334,335,"6.87882995605469+79.8694000244141","6.87858963012695+79.8694076538086"
"22",6.87858963012695,79.8694076538086,6.87859964370728,79.8696060180664,335,336,"6.87858963012695+79.8694076538086","6.87859964370728+79.8696060180664"
"22",6.87859964370728,79.8696060180664,6.87864971160889,79.869987487793,336,337,"6.87859964370728+79.8696060180664","6.87864971160889+79.869987487793"
"22",6.87864971160889,79.869987487793,6.87864971160889,79.8700485229492,337,338,"6.87864971160889+79.869987487793","6.87864971160889+79.8700485229492"
"22",6.87864971160889,79.8700485229492,6.87861967086792,79.8700942993164,338,339,"6.87864971160889+79.8700485229492","6.87861967086792+79.8700942993164"
"22",6.87861967086792,79.8700942993164,6.8786096572876,79.8701782226562,339,340,"6.87861967086792+79.8700942993164","6.8786096572876+79.8701782226562"
"22",6.8786096572876,79.8701782226562,6.87864971160889,79.8704605102539,340,341,"6.8786096572876+79.8701782226562","6.87864971160889+79.8704605102539"
"22",6.87864971160889,79.8704605102539,6.87870979309082,79.8707275390625,341,342,"6.87864971160889+79.8704605102539","6.87870979309082+79.8707275390625"
"22",6.87870979309082,79.8707275390625,6.8787899017334,79.8708572387695,342,343,"6.87870979309082+79.8707275390625","6.8787899017334+79.8708572387695"
"22",6.8787899017334,79.8708572387695,6.87901973724365,79.8712463378906,343,344,"6.8787899017334+79.8708572387695","6.87901973724365+79.8712463378906"
"22",6.87901973724365,79.8712463378906,6.87934970855713,79.8711013793945,344,345,"6.87901973724365+79.8712463378906","6.87934970855713+79.8711013793945"
"22",6.87934970855713,79.8711013793945,6.88016986846924,79.8706588745117,345,346,"6.87934970855713+79.8711013793945","6.88016986846924+79.8706588745117"
"22",6.88016986846924,79.8706588745117,6.88052988052368,79.870491027832,346,347,"6.88016986846924+79.8706588745117","6.88052988052368+79.870491027832"
"22",6.88052988052368,79.870491027832,6.88120985031128,79.8701553344727,347,348,"6.88052988052368+79.870491027832","6.88120985031128+79.8701553344727"
"22",6.88120985031128,79.8701553344727,6.88125991821289,79.8701095581055,348,349,"6.88120985031128+79.8701553344727","6.88125991821289+79.8701095581055"
"22",6.88125991821289,79.8701095581055,6.88152980804443,79.8699569702148,349,350,"6.88125991821289+79.8701095581055","6.88152980804443+79.8699569702148"
"22",6.88152980804443,79.8699569702148,6.88158988952637,79.8698883056641,350,351,"6.88152980804443+79.8699569702148","6.88158988952637+79.8698883056641"
"22",6.88158988952637,79.8698883056641,6.88162994384766,79.8697662353516,351,352,"6.88158988952637+79.8698883056641","6.88162994384766+79.8697662353516"
"22",6.88162994384766,79.8697662353516,6.88162994384766,79.8697509765625,352,353,"6.88162994384766+79.8697662353516","6.88162994384766+79.8697509765625"
"22",6.88162994384766,79.8697509765625,6.88163995742798,79.8696899414062,353,354,"6.88162994384766+79.8697509765625","6.88163995742798+79.8696899414062"
"22",6.88163995742798,79.8696899414062,6.8817195892334,79.86962890625,354,355,"6.88163995742798+79.8696899414062","6.8817195892334+79.86962890625"
"22",6.8817195892334,79.86962890625,6.88195991516113,79.8696212768555,355,356,"6.8817195892334+79.86962890625","6.88195991516113+79.8696212768555"
"22",6.88195991516113,79.8696212768555,6.88211965560913,79.8696212768555,356,357,"6.88195991516113+79.8696212768555","6.88211965560913+79.8696212768555"
"22",6.88211965560913,79.8696212768555,6.88234996795654,79.8694458007812,357,358,"6.88211965560913+79.8696212768555","6.88234996795654+79.8694458007812"
"22",6.88234996795654,79.8694458007812,6.88258981704712,79.869255065918,358,359,"6.88234996795654+79.8694458007812","6.88258981704712+79.869255065918"
"22",6.88258981704712,79.869255065918,6.88253974914551,79.8691482543945,359,360,"6.88258981704712+79.869255065918","6.88253974914551+79.8691482543945"
"22",6.88253974914551,79.8691482543945,6.88179969787598,79.8677597045898,360,361,"6.88253974914551+79.8691482543945","6.88179969787598+79.8677597045898"
"22",6.88179969787598,79.8677597045898,6.8813099861145,79.8667907714844,361,362,"6.88179969787598+79.8677597045898","6.8813099861145+79.8667907714844"
"22",6.8813099861145,79.8667907714844,6.8813099861145,79.8667907714844,362,363,"6.8813099861145+79.8667907714844","6.8813099861145+79.8667907714844"
"23",6.8813099861145,79.8667907714844,6.88147974014282,79.8671264648438,363,364,"6.8813099861145+79.8667907714844","6.88147974014282+79.8671264648438"
"23",6.88147974014282,79.8671264648438,6.88147974014282,79.8671264648438,364,365,"6.88147974014282+79.8671264648438","6.88147974014282+79.8671264648438"
"24",6.88147974014282,79.8671264648438,6.88190984725952,79.8679809570312,365,366,"6.88147974014282+79.8671264648438","6.88190984725952+79.8679809570312"
"24",6.88190984725952,79.8679809570312,6.88258981704712,79.869255065918,366,367,"6.88190984725952+79.8679809570312","6.88258981704712+79.869255065918"
"24",6.88258981704712,79.869255065918,6.88298988342285,79.8689117431641,367,368,"6.88258981704712+79.869255065918","6.88298988342285+79.8689117431641"
"24",6.88298988342285,79.8689117431641,6.88366985321045,79.868278503418,368,369,"6.88298988342285+79.8689117431641","6.88366985321045+79.868278503418"
"24",6.88366985321045,79.868278503418,6.88383960723877,79.8681488037109,369,370,"6.88366985321045+79.868278503418","6.88383960723877+79.8681488037109"
"24",6.88383960723877,79.8681488037109,6.88427972793579,79.867790222168,370,371,"6.88383960723877+79.8681488037109","6.88427972793579+79.867790222168"
"24",6.88427972793579,79.867790222168,6.88459968566895,79.8675079345703,371,372,"6.88427972793579+79.867790222168","6.88459968566895+79.8675079345703"
"24",6.88459968566895,79.8675079345703,6.88482999801636,79.8672485351562,372,373,"6.88459968566895+79.8675079345703","6.88482999801636+79.8672485351562"
"24",6.88482999801636,79.8672485351562,6.88498973846436,79.8670043945312,373,374,"6.88482999801636+79.8672485351562","6.88498973846436+79.8670043945312"
"24",6.88498973846436,79.8670043945312,6.8853497505188,79.8674545288086,374,375,"6.88498973846436+79.8670043945312","6.8853497505188+79.8674545288086"
"24",6.8853497505188,79.8674545288086,6.88597965240479,79.8685455322266,375,376,"6.8853497505188+79.8674545288086","6.88597965240479+79.8685455322266"
"24",6.88597965240479,79.8685455322266,6.88629961013794,79.8689956665039,376,377,"6.88597965240479+79.8685455322266","6.88629961013794+79.8689956665039"
"24",6.88629961013794,79.8689956665039,6.88638973236084,79.8689498901367,377,378,"6.88629961013794+79.8689956665039","6.88638973236084+79.8689498901367"
"24",6.88638973236084,79.8689498901367,6.88646984100342,79.8689117431641,378,379,"6.88638973236084+79.8689498901367","6.88646984100342+79.8689117431641"
"24",6.88646984100342,79.8689117431641,6.88652992248535,79.8688354492188,379,380,"6.88646984100342+79.8689117431641","6.88652992248535+79.8688354492188"
"24",6.88652992248535,79.8688354492188,6.88716983795166,79.8676605224609,380,381,"6.88652992248535+79.8688354492188","6.88716983795166+79.8676605224609"
"24",6.88716983795166,79.8676605224609,6.88733005523682,79.8673782348633,381,382,"6.88716983795166+79.8676605224609","6.88733005523682+79.8673782348633"
"24",6.88733005523682,79.8673782348633,6.88750982284546,79.8671188354492,382,383,"6.88733005523682+79.8673782348633","6.88750982284546+79.8671188354492"
"24",6.88750982284546,79.8671188354492,6.88758993148804,79.8670196533203,383,384,"6.88750982284546+79.8671188354492","6.88758993148804+79.8670196533203"
